1.430012	-0.042157486	0.14498065	0.38902226	-0.35712934	-0.37512118	-0.19015884	-0.12038983	-0.44070813	-0.047523573	0.18796057	-0.11050742	0.10746351	-0.07350813	-0.013820381	0.039288133	-0.06438014	-0.12775795	-0.19894287	-0.1623683	0.13942087	0.08288115	0.09247771	-0.035869505	-0.16303304	
0.112451315	1.1497931	0.057472106	0.06544871	0.19077845	0.05810948	-0.10327883	-0.16074662	0.07100819	0.06144692	-0.086688966	-0.16718888	-0.07045543	0.050052717	0.04895119	0.002474859	0.0043760533	-0.1268297	-0.11253662	0.14391227	0.26824754	-0.034537908	0.03891119	-0.26977536	-0.05233893	
-0.12621213	-0.37604368	0.9373982	-2.2542267	0.6630279	-0.23604344	0.7345732	0.1519717	0.08118166	-0.07697536	0.6446219	0.16413409	-0.038429722	0.4057845	0.010592882	0.4008675	-0.06508665	0.47197548	0.11994088	0.38744393	-0.41028485	-0.6154997	0.6698572	-0.25193787	-0.34896243	
-1.2159007	-0.7584801	-0.2411168	0.88002783	-2.2151716	0.1272136	-0.25362822	-0.22442727	-2.0533104	0.27965298	-1.4726161	-0.8360336	-0.13370399	0.13091241	-0.16530685	-0.24906817	-0.62578565	0.67527086	-0.29953888	-0.77619815	0.5138777	0.20386137	-0.7782287	0.21354458	-0.63611704	
0.2181324	-0.001630479	-0.21514288	-0.3795411	1.7372006	-0.7132432	0.07234451	0.04898756	-0.6944565	-0.4011369	0.2957388	0.16897729	0.031388156	0.00027088635	0.02086514	-0.21784368	0.083732575	-0.26160324	-0.30938533	-0.027209857	0.16914792	-0.4311215	0.102056466	-0.1669111	-0.2484576	
-0.12719734	0.51504534	0.10531174	0.023276655	-0.100520715	1.6258645	-0.21558961	-0.31890902	-0.65296865	-0.3188773	0.22321999	-0.048726197	0.092579216	-0.14536917	-0.09481279	-0.12729867	0.026339114	-0.043869134	0.11755627	-0.17789575	-0.088237755	-0.21381275	0.086854145	0.0035296322	-0.052759364	
0.35390505	0.62045115	-0.18983191	0.26147678	0.05725488	0.33658087	1.2316915	-0.4596387	-0.33954024	0.16934495	-0.006278738	-0.17880006	-0.106862456	0.1510391	-0.097824864	-0.07190432	-0.09690703	-0.11616841	0.108910605	-0.083527885	0.12734596	-0.44144064	0.026788844	-0.28200832	-0.18397082	
-0.049622647	0.47542077	0.03504299	0.020268261	0.23275809	-0.12972881	-0.026436646	1.1535618	-0.016804622	0.050072405	-0.18603116	-0.19356735	-0.09123474	-0.05325349	0.21409778	0.06796208	-0.115900636	-0.1274539	0.015701745	-0.20871025	-0.25227597	-0.22686982	-0.20432128	0.0025404054	0.041740827	
-0.23512807	-0.18405418	-0.23390692	-0.41112933	-0.24198487	0.028009422	-0.12620775	-0.019479575	2.0147414	-1.4961269	0.38303602	0.3287364	-0.24738738	0.09621493	-0.08269045	-0.26049468	-0.09716046	-0.26940048	-0.12988237	-0.004354976	0.14822428	-0.06977614	-0.08908715	-0.40395817	-0.09614172	
0.11594669	0.6330488	0.118547685	0.097013116	-0.07628687	-0.23429883	-0.03499811	-0.14337765	0.05484842	1.1902925	3.1675203	-0.11620219	-0.17925438	-0.07053494	0.24047911	-0.092970625	0.01982067	-0.41187602	0.0019361479	0.013438992	-0.29613775	-0.26618627	-0.09305965	-0.54623216	0.054467496	
-0.21504469	0.28874853	-0.16515526	-0.2973844	-0.479382	0.15997508	-0.43465802	-0.16801994	0.23883091	0.32663015	0.7712699	0.3310895	-0.27165923	-0.086195365	-0.54494995	0.12387272	0.12207823	-0.22529204	-0.025425244	0.1850875	-0.10905547	0.13386792	-0.16725397	-0.36817938	0.35296178	
-0.07458447	0.34238723	-0.18977545	-0.048509765	-0.3569766	-0.11347712	-0.2203891	0.03202126	0.16338867	-0.07404328	0.504347	1.8614514	-0.0022049563	-0.019569708	-0.47820917	-0.30050704	0.18512626	0.13195105	0.009444549	-0.2931628	-0.20706509	0.13956606	-0.2923202	-0.18392166	0.5448322	
0.24720635	0.33447397	0.31439853	0.9260053	0.18134949	-0.14160551	0.060450718	0.06323007	-0.18070532	0.08899771	-0.33745715	-0.017081589	1.318834	-0.00048046617	-0.0067478786	-0.040899273	0.07290045	-0.047149725	-0.14317441	-0.05877166	0.0616836	0.26016647	0.08885719	0.20002499	0.03131935	
